Central_x,Central_y,Oeste_x,Oeste_y,Este_x,Este_y,Sur_x,Sur_y,Norte_x,Norte_y
0.000000,0.000000,-4738.758922,-1000.032987,4738.758922,1000.032987,1000.032987,-4738.758922,-1000.032987,4738.758922
0.000000,0.000000,-4737.724166,-1001.925099,4737.724166,1001.925099,1001.925099,-4737.724166,-1001.925099,4737.724166
0.000000,0.000000,-4736.687322,-1003.816769,4736.687322,1003.816769,1003.816769,-4736.687322,-1003.816769,4736.687322
0.000000,0.000000,-4735.648389,-1005.707998,4735.648389,1005.707998,1005.707998,-4735.648389,-1005.707998,4735.648389
0.000000,0.000000,-4734.607367,-1007.598783,4734.607367,1007.598783,1007.598783,-4734.607367,-1007.598783,4734.607367
0.000000,0.000000,-4733.564255,-1009.489124,4733.564255,1009.489124,1009.489124,-4733.564255,-1009.489124,4733.564255
0.000000,0.000000,-4732.519053,-1011.379020,4732.519053,1011.379020,1011.379020,-4732.519053,-1011.379020,4732.519053
0.000000,0.000000,-4731.471760,-1013.268470,4731.471760,1013.268470,1013.268470,-4731.471760,-1013.268470,4731.471760
0.000000,0.000000,-4730.422376,-1015.157472,4730.422376,1015.157472,1015.157472,-4730.422376,-1015.157472,4730.422376
0.000000,0.000000,-4729.370902,-1017.046026,4729.370902,1017.046026,1017.046026,-4729.370902,-1017.046026,4729.370902
0.000000,0.000000,-4728.317336,-1018.934131,4728.317336,1018.934131,1018.934131,-4728.317336,-1018.934131,4728.317336
0.000000,0.000000,-4727.261678,-1020.821785,4727.261678,1020.821785,1020.821785,-4727.261678,-1020.821785,4727.261678
0.000000,0.000000,-4726.203928,-1022.708988,4726.203928,1022.708988,1022.708988,-4726.203928,-1022.708988,4726.203928
0.000000,0.000000,-4725.144085,-1024.595738,4725.144085,1024.595738,1024.595738,-4725.144085,-1024.595738,4725.144085
0.000000,0.000000,-4724.082149,-1026.482036,4724.082149,1026.482036,1026.482036,-4724.082149,-1026.482036,4724.082149
0.000000,0.000000,-4723.018120,-1028.367879,4723.018120,1028.367879,1028.367879,-4723.018120,-1028.367879,4723.018120
0.000000,0.000000,-4721.951998,-1030.253266,4721.951998,1030.253266,1030.253266,-4721.951998,-1030.253266,4721.951998
0.000000,0.000000,-4720.883781,-1032.138197,4720.883781,1032.138197,1032.138197,-4720.883781,-1032.138197,4720.883781
0.000000,0.000000,-4719.813470,-1034.022671,4719.813470,1034.022671,1034.022671,-4719.813470,-1034.022671,4719.813470
0.000000,0.000000,-4718.741065,-1035.906686,4718.741065,1035.906686,1035.906686,-4718.741065,-1035.906686,4718.741065
0.000000,0.000000,-4717.666564,-1037.790242,4717.666564,1037.790242,1037.790242,-4717.666564,-1037.790242,4717.666564
0.000000,0.000000,-4716.589968,-1039.673337,4716.589968,1039.673337,1039.673337,-4716.589968,-1039.673337,4716.589968
0.000000,0.000000,-4715.511276,-1041.555971,4715.511276,1041.555971,1041.555971,-4715.511276,-1041.555971,4715.511276
0.000000,0.000000,-4714.430488,-1043.438142,4714.430488,1043.438142,1043.438142,-4714.430488,-1043.438142,4714.430488
0.000000,0.000000,-4713.347603,-1045.319850,4713.347603,1045.319850,1045.319850,-4713.347603,-1045.319850,4713.347603
0.000000,0.000000,-4712.262622,-1047.201093,4712.262622,1047.201093,1047.201093,-4712.262622,-1047.201093,4712.262622
0.000000,0.000000,-4711.175543,-1049.081871,4711.175543,1049.081871,1049.081871,-4711.175543,-1049.081871,4711.175543
0.000000,0.000000,-4710.086367,-1050.962182,4710.086367,1050.962182,1050.962182,-4710.086367,-1050.962182,4710.086367
0.000000,0.000000,-4708.995092,-1052.842025,4708.995092,1052.842025,1052.842025,-4708.995092,-1052.842025,4708.995092
0.000000,0.000000,-4707.901719,-1054.721400,4707.901719,1054.721400,1054.721400,-4707.901719,-1054.721400,4707.901719
0.000000,0.000000,-4706.806248,-1056.600304,4706.806248,1056.600304,1056.600304,-4706.806248,-1056.600304,4706.806248
0.000000,0.000000,-4705.708677,-1058.478739,4705.708677,1058.478739,1058.478739,-4705.708677,-1058.478739,4705.708677
0.000000,0.000000,-4704.609007,-1060.356701,4704.609007,1060.356701,1060.356701,-4704.609007,-1060.356701,4704.609007
0.000000,0.000000,-4703.507238,-1062.234191,4703.507238,1062.234191,1062.234191,-4703.507238,-1062.234191,4703.507238
0.000000,0.000000,-4702.403367,-1064.111206,4702.403367,1064.111206,1064.111206,-4702.403367,-1064.111206,4702.403367
0.000000,0.000000,-4701.297397,-1065.987747,4701.297397,1065.987747,1065.987747,-4701.297397,-1065.987747,4701.297397
0.000000,0.000000,-4700.189325,-1067.863812,4700.189325,1067.863812,1067.863812,-4700.189325,-1067.863812,4700.189325
0.000000,0.000000,-4699.079152,-1069.739400,4699.079152,1069.739400,1069.739400,-4699.079152,-1069.739400,4699.079152
0.000000,0.000000,-4697.966877,-1071.614510,4697.966877,1071.614510,1071.614510,-4697.966877,-1071.614510,4697.966877
0.000000,0.000000,-4696.852501,-1073.489141,4696.852501,1073.489141,1073.489141,-4696.852501,-1073.489141,4696.852501
0.000000,0.000000,-4695.736021,-1075.363292,4695.736021,1075.363292,1075.363292,-4695.736021,-1075.363292,4695.736021
0.000000,0.000000,-4694.617439,-1077.236962,4694.617439,1077.236962,1077.236962,-4694.617439,-1077.236962,4694.617439
0.000000,0.000000,-4693.496754,-1079.110150,4693.496754,1079.110150,1079.110150,-4693.496754,-1079.110150,4693.496754
0.000000,0.000000,-4692.373965,-1080.982854,4692.373965,1080.982854,1080.982854,-4692.373965,-1080.982854,4692.373965
0.000000,0.000000,-4691.249072,-1082.855075,4691.249072,1082.855075,1082.855075,-4691.249072,-1082.855075,4691.249072
0.000000,0.000000,-4690.122075,-1084.726810,4690.122075,1084.726810,1084.726810,-4690.122075,-1084.726810,4690.122075
0.000000,0.000000,-4688.992973,-1086.598059,4688.992973,1086.598059,1086.598059,-4688.992973,-1086.598059,4688.992973
0.000000,0.000000,-4687.861766,-1088.468820,4687.861766,1088.468820,1088.468820,-4687.861766,-1088.468820,4687.861766
0.000000,0.000000,-4686.728453,-1090.339093,4686.728453,1090.339093,1090.339093,-4686.728453,-1090.339093,4686.728453
0.000000,0.000000,-4685.593035,-1092.208877,4685.593035,1092.208877,1092.208877,-4685.593035,-1092.208877,4685.593035
0.000000,0.000000,-4684.455510,-1094.078170,4684.455510,1094.078170,1094.078170,-4684.455510,-1094.078170,4684.455510
0.000000,0.000000,-4683.315879,-1095.946972,4683.315879,1095.946972,1095.946972,-4683.315879,-1095.946972,4683.315879
0.000000,0.000000,-4682.174140,-1097.815281,4682.174140,1097.815281,1097.815281,-4682.174140,-1097.815281,4682.174140
0.000000,0.000000,-4681.030294,-1099.683096,4681.030294,1099.683096,1099.683096,-4681.030294,-1099.683096,4681.030294
0.000000,0.000000,-4679.884341,-1101.550417,4679.884341,1101.550417,1101.550417,-4679.884341,-1101.550417,4679.884341
0.000000,0.000000,-4678.736279,-1103.417241,4678.736279,1103.417241,1103.417241,-4678.736279,-1103.417241,4678.736279
0.000000,0.000000,-4677.586108,-1105.283570,4677.586108,1105.283570,1105.283570,-4677.586108,-1105.283570,4677.586108
0.000000,0.000000,-4676.433829,-1107.149400,4676.433829,1107.149400,1107.149400,-4676.433829,-1107.149400,4676.433829
0.000000,0.000000,-4675.279440,-1109.014731,4675.279440,1109.014731,1109.014731,-4675.279440,-1109.014731,4675.279440
0.000000,0.000000,-4674.122941,-1110.879563,4674.122941,1110.879563,1110.879563,-4674.122941,-1110.879563,4674.122941
0.000000,0.000000,-4672.964333,-1112.743893,4672.964333,1112.743893,1112.743893,-4672.964333,-1112.743893,4672.964333
0.000000,0.000000,-4671.803613,-1114.607721,4671.803613,1114.607721,1114.607721,-4671.803613,-1114.607721,4671.803613
0.000000,0.000000,-4670.640783,-1116.471046,4670.640783,1116.471046,1116.471046,-4670.640783,-1116.471046,4670.640783
0.000000,0.000000,-4669.475841,-1118.333867,4669.475841,1118.333867,1118.333867,-4669.475841,-1118.333867,4669.475841
0.000000,0.000000,-4668.308788,-1120.196183,4668.308788,1120.196183,1120.196183,-4668.308788,-1120.196183,4668.308788
0.000000,0.000000,-4667.139622,-1122.057992,4667.139622,1122.057992,1122.057992,-4667.139622,-1122.057992,4667.139622
0.000000,0.000000,-4665.968344,-1123.919294,4665.968344,1123.919294,1123.919294,-4665.968344,-1123.919294,4665.968344
0.000000,0.000000,-4664.794953,-1125.780087,4664.794953,1125.780087,1125.780087,-4664.794953,-1125.780087,4664.794953
0.000000,0.000000,-4663.619449,-1127.640371,4663.619449,1127.640371,1127.640371,-4663.619449,-1127.640371,4663.619449
0.000000,0.000000,-4662.441831,-1129.500144,4662.441831,1129.500144,1129.500144,-4662.441831,-1129.500144,4662.441831
0.000000,0.000000,-4661.262099,-1131.359406,4661.262099,1131.359406,1131.359406,-4661.262099,-1131.359406,4661.262099
0.000000,0.000000,-4660.080252,-1133.218155,4660.080252,1133.218155,1133.218155,-4660.080252,-1133.218155,4660.080252
0.000000,0.000000,-4658.896290,-1135.076390,4658.896290,1135.076390,1135.076390,-4658.896290,-1135.076390,4658.896290
0.000000,0.000000,-4657.710213,-1136.934110,4657.710213,1136.934110,1136.934110,-4657.710213,-1136.934110,4657.710213
0.000000,0.000000,-4656.522021,-1138.791314,4656.522021,1138.791314,1138.791314,-4656.522021,-1138.791314,4656.522021
0.000000,0.000000,-4655.331712,-1140.648001,4655.331712,1140.648001,1140.648001,-4655.331712,-1140.648001,4655.331712
0.000000,0.000000,-4654.139286,-1142.504170,4654.139286,1142.504170,1142.504170,-4654.139286,-1142.504170,4654.139286
0.000000,0.000000,-4652.944744,-1144.359820,4652.944744,1144.359820,1144.359820,-4652.944744,-1144.359820,4652.944744
0.000000,0.000000,-4651.748084,-1146.214950,4651.748084,1146.214950,1146.214950,-4651.748084,-1146.214950,4651.748084
0.000000,0.000000,-4650.549307,-1148.069558,4650.549307,1148.069558,1148.069558,-4650.549307,-1148.069558,4650.549307
0.000000,0.000000,-4649.348411,-1149.923644,4649.348411,1149.923644,1149.923644,-4649.348411,-1149.923644,4649.348411
0.000000,0.000000,-4648.145397,-1151.777206,4648.145397,1151.777206,1151.777206,-4648.145397,-1151.777206,4648.145397
0.000000,0.000000,-4646.940263,-1153.630244,4646.940263,1153.630244,1153.630244,-4646.940263,-1153.630244,4646.940263
0.000000,0.000000,-4645.733011,-1155.482756,4645.733011,1155.482756,1155.482756,-4645.733011,-1155.482756,4645.733011
0.000000,0.000000,-4644.523638,-1157.334741,4644.523638,1157.334741,1157.334741,-4644.523638,-1157.334741,4644.523638
0.000000,0.000000,-4643.312146,-1159.186199,4643.312146,1159.186199,1159.186199,-4643.312146,-1159.186199,4643.312146
0.000000,0.000000,-4642.098532,-1161.037127,4642.098532,1161.037127,1161.037127,-4642.098532,-1161.037127,4642.098532
0.000000,0.000000,-4640.882798,-1162.887526,4640.882798,1162.887526,1162.887526,-4640.882798,-1162.887526,4640.882798
0.000000,0.000000,-4639.664942,-1164.737393,4639.664942,1164.737393,1164.737393,-4639.664942,-1164.737393,4639.664942
0.000000,0.000000,-4638.444964,-1166.586729,4638.444964,1166.586729,1166.586729,-4638.444964,-1166.586729,4638.444964
0.000000,0.000000,-4637.222864,-1168.435531,4637.222864,1168.435531,1168.435531,-4637.222864,-1168.435531,4637.222864
0.000000,0.000000,-4635.998641,-1170.283798,4635.998641,1170.283798,1170.283798,-4635.998641,-1170.283798,4635.998641
0.000000,0.000000,-4634.772295,-1172.131531,4634.772295,1172.131531,1172.131531,-4634.772295,-1172.131531,4634.772295
0.000000,0.000000,-4633.543825,-1173.978726,4633.543825,1173.978726,1173.978726,-4633.543825,-1173.978726,4633.543825
0.000000,0.000000,-4632.313232,-1175.825384,4632.313232,1175.825384,1175.825384,-4632.313232,-1175.825384,4632.313232
0.000000,0.000000,-4631.080514,-1177.671503,4631.080514,1177.671503,1177.671503,-4631.080514,-1177.671503,4631.080514
0.000000,0.000000,-4629.845671,-1179.517083,4629.845671,1179.517083,1179.517083,-4629.845671,-1179.517083,4629.845671
0.000000,0.000000,-4628.608703,-1181.362121,4628.608703,1181.362121,1181.362121,-4628.608703,-1181.362121,4628.608703
0.000000,0.000000,-4627.369609,-1183.206618,4627.369609,1183.206618,1183.206618,-4627.369609,-1183.206618,4627.369609
0.000000,0.000000,-4626.128390,-1185.050571,4626.128390,1185.050571,1185.050571,-4626.128390,-1185.050571,4626.128390
0.000000,0.000000,-4624.885043,-1186.893980,4624.885043,1186.893980,1186.893980,-4624.885043,-1186.893980,4624.885043
0.000000,0.000000,-4623.639570,-1188.736844,4623.639570,1188.736844,1188.736844,-4623.639570,-1188.736844,4623.639570
0.000000,0.000000,-4622.391970,-1190.579161,4622.391970,1190.579161,1190.579161,-4622.391970,-1190.579161,4622.391970
0.000000,0.000000,-4621.142241,-1192.420931,4621.142241,1192.420931,1192.420931,-4621.142241,-1192.420931,4621.142241
0.000000,0.000000,-4619.890385,-1194.262152,4619.890385,1194.262152,1194.262152,-4619.890385,-1194.262152,4619.890385
0.000000,0.000000,-4618.636399,-1196.102823,4618.636399,1196.102823,1196.102823,-4618.636399,-1196.102823,4618.636399
0.000000,0.000000,-4617.380285,-1197.942943,4617.380285,1197.942943,1197.942943,-4617.380285,-1197.942943,4617.380285
0.000000,0.000000,-4616.122041,-1199.782512,4616.122041,1199.782512,1199.782512,-4616.122041,-1199.782512,4616.122041
0.000000,0.000000,-4614.861667,-1201.621527,4614.861667,1201.621527,1201.621527,-4614.861667,-1201.621527,4614.861667
0.000000,0.000000,-4613.599163,-1203.459988,4613.599163,1203.459988,1203.459988,-4613.599163,-1203.459988,4613.599163
0.000000,0.000000,-4612.334528,-1205.297894,4612.334528,1205.297894,1205.297894,-4612.334528,-1205.297894,4612.334528
0.000000,0.000000,-4611.067762,-1207.135243,4611.067762,1207.135243,1207.135243,-4611.067762,-1207.135243,4611.067762
0.000000,0.000000,-4609.798864,-1208.972035,4609.798864,1208.972035,1208.972035,-4609.798864,-1208.972035,4609.798864
0.000000,0.000000,-4608.527834,-1210.808268,4608.527834,1210.808268,1210.808268,-4608.527834,-1210.808268,4608.527834
0.000000,0.000000,-4607.254671,-1212.643941,4607.254671,1212.643941,1212.643941,-4607.254671,-1212.643941,4607.254671
0.000000,0.000000,-4605.979376,-1214.479054,4605.979376,1214.479054,1214.479054,-4605.979376,-1214.479054,4605.979376
0.000000,0.000000,-4604.701947,-1216.313604,4604.701947,1216.313604,1216.313604,-4604.701947,-1216.313604,4604.701947
0.000000,0.000000,-4603.422384,-1218.147591,4603.422384,1218.147591,1218.147591,-4603.422384,-1218.147591,4603.422384
0.000000,0.000000,-4602.140687,-1219.981014,4602.140687,1219.981014,1219.981014,-4602.140687,-1219.981014,4602.140687
0.000000,0.000000,-4600.856855,-1221.813872,4600.856855,1221.813872,1221.813872,-4600.856855,-1221.813872,4600.856855
0.000000,0.000000,-4599.570888,-1223.646163,4599.570888,1223.646163,1223.646163,-4599.570888,-1223.646163,4599.570888
0.000000,0.000000,-4598.282785,-1225.477886,4598.282785,1225.477886,1225.477886,-4598.282785,-1225.477886,4598.282785
0.000000,0.000000,-4596.992546,-1227.309041,4596.992546,1227.309041,1227.309041,-4596.992546,-1227.309041,4596.992546
0.000000,0.000000,-4595.700171,-1229.139626,4595.700171,1229.139626,1229.139626,-4595.700171,-1229.139626,4595.700171
0.000000,0.000000,-4594.405659,-1230.969640,4594.405659,1230.969640,1230.969640,-4594.405659,-1230.969640,4594.405659
0.000000,0.000000,-4593.109009,-1232.799081,4593.109009,1232.799081,1232.799081,-4593.109009,-1232.799081,4593.109009
0.000000,0.000000,-4591.810221,-1234.627949,4591.810221,1234.627949,1234.627949,-4591.810221,-1234.627949,4591.810221
0.000000,0.000000,-4590.509296,-1236.456243,4590.509296,1236.456243,1236.456243,-4590.509296,-1236.456243,4590.509296
0.000000,0.000000,-4589.206231,-1238.283961,4589.206231,1238.283961,1238.283961,-4589.206231,-1238.283961,4589.206231
0.000000,0.000000,-4587.901027,-1240.111103,4587.901027,1240.111103,1240.111103,-4587.901027,-1240.111103,4587.901027
0.000000,0.000000,-4586.593684,-1241.937667,4586.593684,1241.937667,1241.937667,-4586.593684,-1241.937667,4586.593684
0.000000,0.000000,-4585.284201,-1243.763651,4585.284201,1243.763651,1243.763651,-4585.284201,-1243.763651,4585.284201
0.000000,0.000000,-4583.972577,-1245.589056,4583.972577,1245.589056,1245.589056,-4583.972577,-1245.589056,4583.972577
0.000000,0.000000,-4582.658812,-1247.413879,4582.658812,1247.413879,1247.413879,-4582.658812,-1247.413879,4582.658812
0.000000,0.000000,-4581.342905,-1249.238120,4581.342905,1249.238120,1249.238120,-4581.342905,-1249.238120,4581.342905
0.000000,0.000000,-4580.024857,-1251.061778,4580.024857,1251.061778,1251.061778,-4580.024857,-1251.061778,4580.024857
0.000000,0.000000,-4578.704666,-1252.884851,4578.704666,1252.884851,1252.884851,-4578.704666,-1252.884851,4578.704666
0.000000,0.000000,-4577.382333,-1254.707337,4577.382333,1254.707337,1254.707337,-4577.382333,-1254.707337,4577.382333
0.000000,0.000000,-4576.057856,-1256.529237,4576.057856,1256.529237,1256.529237,-4576.057856,-1256.529237,4576.057856
0.000000,0.000000,-4574.731236,-1258.350549,4574.731236,1258.350549,1258.350549,-4574.731236,-1258.350549,4574.731236
0.000000,0.000000,-4573.402471,-1260.171272,4573.402471,1260.171272,1260.171272,-4573.402471,-1260.171272,4573.402471
0.000000,0.000000,-4572.071562,-1261.991404,4572.071562,1261.991404,1261.991404,-4572.071562,-1261.991404,4572.071562
0.000000,0.000000,-4570.738507,-1263.810944,4570.738507,1263.810944,1263.810944,-4570.738507,-1263.810944,4570.738507
0.000000,0.000000,-4569.403307,-1265.629892,4569.403307,1265.629892,1265.629892,-4569.403307,-1265.629892,4569.403307
0.000000,0.000000,-4568.065961,-1267.448246,4568.065961,1267.448246,1267.448246,-4568.065961,-1267.448246,4568.065961
0.000000,0.000000,-4566.726469,-1269.266005,4566.726469,1269.266005,1269.266005,-4566.726469,-1269.266005,4566.726469
0.000000,0.000000,-4565.384830,-1271.083168,4565.384830,1271.083168,1271.083168,-4565.384830,-1271.083168,4565.384830
0.000000,0.000000,-4564.041043,-1272.899733,4564.041043,1272.899733,1272.899733,-4564.041043,-1272.899733,4564.041043
0.000000,0.000000,-4562.695108,-1274.715700,4562.695108,1274.715700,1274.715700,-4562.695108,-1274.715700,4562.695108
0.000000,0.000000,-4561.347025,-1276.531067,4561.347025,1276.531067,1276.531067,-4561.347025,-1276.531067,4561.347025
0.000000,0.000000,-4559.996794,-1278.345833,4559.996794,1278.345833,1278.345833,-4559.996794,-1278.345833,4559.996794
0.000000,0.000000,-4558.644412,-1280.159997,4558.644412,1280.159997,1280.159997,-4558.644412,-1280.159997,4558.644412
0.000000,0.000000,-4557.289882,-1281.973558,4557.289882,1281.973558,1281.973558,-4557.289882,-1281.973558,4557.289882
0.000000,0.000000,-4555.933201,-1283.786515,4555.933201,1283.786515,1283.786515,-4555.933201,-1283.786515,4555.933201
0.000000,0.000000,-4554.574369,-1285.598866,4554.574369,1285.598866,1285.598866,-4554.574369,-1285.598866,4554.574369
0.000000,0.000000,-4553.213386,-1287.410611,4553.213386,1287.410611,1287.410611,-4553.213386,-1287.410611,4553.213386
0.000000,0.000000,-4551.850252,-1289.221747,4551.850252,1289.221747,1289.221747,-4551.850252,-1289.221747,4551.850252
0.000000,0.000000,-4550.484965,-1291.032275,4550.484965,1291.032275,1291.032275,-4550.484965,-1291.032275,4550.484965
0.000000,0.000000,-4549.117526,-1292.842193,4549.117526,1292.842193,1292.842193,-4549.117526,-1292.842193,4549.117526
0.000000,0.000000,-4547.747934,-1294.651499,4547.747934,1294.651499,1294.651499,-4547.747934,-1294.651499,4547.747934
0.000000,0.000000,-4546.376189,-1296.460192,4546.376189,1296.460192,1296.460192,-4546.376189,-1296.460192,4546.376189
0.000000,0.000000,-4545.002289,-1298.268272,4545.002289,1298.268272,1298.268272,-4545.002289,-1298.268272,4545.002289
0.000000,0.000000,-4543.626235,-1300.075737,4543.626235,1300.075737,1300.075737,-4543.626235,-1300.075737,4543.626235
0.000000,0.000000,-4542.248026,-1301.882586,4542.248026,1301.882586,1301.882586,-4542.248026,-1301.882586,4542.248026
0.000000,0.000000,-4540.867662,-1303.688818,4540.867662,1303.688818,1303.688818,-4540.867662,-1303.688818,4540.867662
0.000000,0.000000,-4539.485141,-1305.494431,4539.485141,1305.494431,1305.494431,-4539.485141,-1305.494431,4539.485141
0.000000,0.000000,-4538.100465,-1307.299425,4538.100465,1307.299425,1307.299425,-4538.100465,-1307.299425,4538.100465
0.000000,0.000000,-4536.713631,-1309.103797,4536.713631,1309.103797,1309.103797,-4536.713631,-1309.103797,4536.713631
0.000000,0.000000,-4535.324640,-1310.907548,4535.324640,1310.907548,1310.907548,-4535.324640,-1310.907548,4535.324640
0.000000,0.000000,-4533.933491,-1312.710676,4533.933491,1312.710676,1312.710676,-4533.933491,-1312.710676,4533.933491
0.000000,0.000000,-4532.540184,-1314.513179,4532.540184,1314.513179,1314.513179,-4532.540184,-1314.513179,4532.540184
0.000000,0.000000,-4531.144719,-1316.315057,4531.144719,1316.315057,1316.315057,-4531.144719,-1316.315057,4531.144719
0.000000,0.000000,-4529.747094,-1318.116308,4529.747094,1318.116308,1318.116308,-4529.747094,-1318.116308,4529.747094
0.000000,0.000000,-4528.347309,-1319.916931,4528.347309,1319.916931,1319.916931,-4528.347309,-1319.916931,4528.347309
0.000000,0.000000,-4526.945364,-1321.716924,4526.945364,1321.716924,1321.716924,-4526.945364,-1321.716924,4526.945364
0.000000,0.000000,-4525.541258,-1323.516288,4525.541258,1323.516288,1323.516288,-4525.541258,-1323.516288,4525.541258
0.000000,0.000000,-4524.134991,-1325.315020,4524.134991,1325.315020,1325.315020,-4524.134991,-1325.315020,4524.134991
0.000000,0.000000,-4522.726562,-1327.113119,4522.726562,1327.113119,1327.113119,-4522.726562,-1327.113119,4522.726562
0.000000,0.000000,-4521.315971,-1328.910584,4521.315971,1328.910584,1328.910584,-4521.315971,-1328.910584,4521.315971
0.000000,0.000000,-4519.903218,-1330.707415,4519.903218,1330.707415,1330.707415,-4519.903218,-1330.707415,4519.903218
0.000000,0.000000,-4518.488301,-1332.503609,4518.488301,1332.503609,1332.503609,-4518.488301,-1332.503609,4518.488301
0.000000,0.000000,-4517.071221,-1334.299165,4517.071221,1334.299165,1334.299165,-4517.071221,-1334.299165,4517.071221
0.000000,0.000000,-4515.651976,-1336.094082,4515.651976,1336.094082,1336.094082,-4515.651976,-1336.094082,4515.651976
0.000000,0.000000,-4514.230567,-1337.888360,4514.230567,1337.888360,1337.888360,-4514.230567,-1337.888360,4514.230567
0.000000,0.000000,-4512.806992,-1339.681997,4512.806992,1339.681997,1339.681997,-4512.806992,-1339.681997,4512.806992
0.000000,0.000000,-4511.381252,-1341.474991,4511.381252,1341.474991,1341.474991,-4511.381252,-1341.474991,4511.381252
0.000000,0.000000,-4509.953346,-1343.267341,4509.953346,1343.267341,1343.267341,-4509.953346,-1343.267341,4509.953346
0.000000,0.000000,-4508.523273,-1345.059047,4508.523273,1345.059047,1345.059047,-4508.523273,-1345.059047,4508.523273
0.000000,0.000000,-4507.091033,-1346.850107,4507.091033,1346.850107,1346.850107,-4507.091033,-1346.850107,4507.091033
0.000000,0.000000,-4505.656625,-1348.640519,4505.656625,1348.640519,1348.640519,-4505.656625,-1348.640519,4505.656625
0.000000,0.000000,-4504.220050,-1350.430283,4504.220050,1350.430283,1350.430283,-4504.220050,-1350.430283,4504.220050
0.000000,0.000000,-4502.781305,-1352.219398,4502.781305,1352.219398,1352.219398,-4502.781305,-1352.219398,4502.781305
0.000000,0.000000,-4501.340391,-1354.007861,4501.340391,1354.007861,1354.007861,-4501.340391,-1354.007861,4501.340391
0.000000,0.000000,-4499.897308,-1355.795672,4499.897308,1355.795672,1355.795672,-4499.897308,-1355.795672,4499.897308
0.000000,0.000000,-4498.452055,-1357.582831,4498.452055,1357.582831,1357.582831,-4498.452055,-1357.582831,4498.452055
0.000000,0.000000,-4497.004631,-1359.369334,4497.004631,1359.369334,1359.369334,-4497.004631,-1359.369334,4497.004631
0.000000,0.000000,-4495.555035,-1361.155182,4495.555035,1361.155182,1361.155182,-4495.555035,-1361.155182,4495.555035
0.000000,0.000000,-4494.103268,-1362.940373,4494.103268,1362.940373,1362.940373,-4494.103268,-1362.940373,4494.103268
0.000000,0.000000,-4492.649329,-1364.724905,4492.649329,1364.724905,1364.724905,-4492.649329,-1364.724905,4492.649329
0.000000,0.000000,-4491.193218,-1366.508778,4491.193218,1366.508778,1366.508778,-4491.193218,-1366.508778,4491.193218
0.000000,0.000000,-4489.734933,-1368.291991,4489.734933,1368.291991,1368.291991,-4489.734933,-1368.291991,4489.734933
0.000000,0.000000,-4488.274474,-1370.074541,4488.274474,1370.074541,1370.074541,-4488.274474,-1370.074541,4488.274474
0.000000,0.000000,-4486.811841,-1371.856429,4486.811841,1371.856429,1371.856429,-4486.811841,-1371.856429,4486.811841
0.000000,0.000000,-4485.347033,-1373.637652,4485.347033,1373.637652,1373.637652,-4485.347033,-1373.637652,4485.347033
0.000000,0.000000,-4483.880050,-1375.418209,4483.880050,1375.418209,1375.418209,-4483.880050,-1375.418209,4483.880050
0.000000,0.000000,-4482.410892,-1377.198099,4482.410892,1377.198099,1377.198099,-4482.410892,-1377.198099,4482.410892
0.000000,0.000000,-4480.939557,-1378.977322,4480.939557,1378.977322,1378.977322,-4480.939557,-1378.977322,4480.939557
0.000000,0.000000,-4479.466045,-1380.755875,4479.466045,1380.755875,1380.755875,-4479.466045,-1380.755875,4479.466045
0.000000,0.000000,-4477.990356,-1382.533757,4477.990356,1382.533757,1382.533757,-4477.990356,-1382.533757,4477.990356
0.000000,0.000000,-4476.512489,-1384.310968,4476.512489,1384.310968,1384.310968,-4476.512489,-1384.310968,4476.512489
0.000000,0.000000,-4475.032444,-1386.087505,4475.032444,1386.087505,1386.087505,-4475.032444,-1386.087505,4475.032444
0.000000,0.000000,-4473.550220,-1387.863368,4473.550220,1387.863368,1387.863368,-4473.550220,-1387.863368,4473.550220
0.000000,0.000000,-4472.065817,-1389.638556,4472.065817,1389.638556,1389.638556,-4472.065817,-1389.638556,4472.065817
0.000000,0.000000,-4470.579233,-1391.413067,4470.579233,1391.413067,1391.413067,-4470.579233,-1391.413067,4470.579233
0.000000,0.000000,-4469.090470,-1393.186899,4469.090470,1393.186899,1393.186899,-4469.090470,-1393.186899,4469.090470
0.000000,0.000000,-4467.599525,-1394.960053,4467.599525,1394.960053,1394.960053,-4467.599525,-1394.960053,4467.599525
0.000000,0.000000,-4466.106399,-1396.732525,4466.106399,1396.732525,1396.732525,-4466.106399,-1396.732525,4466.106399
0.000000,0.000000,-4464.611091,-1398.504316,4464.611091,1398.504316,1398.504316,-4464.611091,-1398.504316,4464.611091
0.000000,0.000000,-4463.113600,-1400.275424,4463.113600,1400.275424,1400.275424,-4463.113600,-1400.275424,4463.113600
0.000000,0.000000,-4461.613927,-1402.045848,4461.613927,1402.045848,1402.045848,-4461.613927,-1402.045848,4461.613927
0.000000,0.000000,-4460.112069,-1403.815585,4460.112069,1403.815585,1403.815585,-4460.112069,-1403.815585,4460.112069
0.000000,0.000000,-4458.608028,-1405.584636,4458.608028,1405.584636,1405.584636,-4458.608028,-1405.584636,4458.608028
0.000000,0.000000,-4457.101802,-1407.352999,4457.101802,1407.352999,1407.352999,-4457.101802,-1407.352999,4457.101802
0.000000,0.000000,-4455.593391,-1409.120672,4455.593391,1409.120672,1409.120672,-4455.593391,-1409.120672,4455.593391
