Central_x,Central_y,Oeste_x,Oeste_y,Este_x,Este_y,Sur_x,Sur_y,Norte_x,Norte_y
0.000000,0.000000,-4971.039132,-339.348174,4971.039132,339.348174,339.348174,-4971.039132,-339.348174,4971.039132
0.000000,0.000000,-4970.697147,-341.336549,4970.697147,341.336549,341.336549,-4970.697147,-341.336549,4970.697147
0.000000,0.000000,-4970.353150,-343.324786,4970.353150,343.324786,343.324786,-4970.353150,-343.324786,4970.353150
0.000000,0.000000,-4970.007142,-345.312884,4970.007142,345.312884,345.312884,-4970.007142,-345.312884,4970.007142
0.000000,0.000000,-4969.659121,-347.300844,4969.659121,347.300844,347.300844,-4969.659121,-347.300844,4969.659121
0.000000,0.000000,-4969.309087,-349.288663,4969.309087,349.288663,349.288663,-4969.309087,-349.288663,4969.309087
0.000000,0.000000,-4968.957041,-351.276341,4968.957041,351.276341,351.276341,-4968.957041,-351.276341,4968.957041
0.000000,0.000000,-4968.602983,-353.263877,4968.602983,353.263877,353.263877,-4968.602983,-353.263877,4968.602983
0.000000,0.000000,-4968.246912,-355.251270,4968.246912,355.251270,355.251270,-4968.246912,-355.251270,4968.246912
0.000000,0.000000,-4967.888828,-357.238520,4967.888828,357.238520,357.238520,-4967.888828,-357.238520,4967.888828
0.000000,0.000000,-4967.528731,-359.225625,4967.528731,359.225625,359.225625,-4967.528731,-359.225625,4967.528731
0.000000,0.000000,-4967.166620,-361.212586,4967.166620,361.212586,361.212586,-4967.166620,-361.212586,4967.166620
0.000000,0.000000,-4966.802497,-363.199400,4966.802497,363.199400,363.199400,-4966.802497,-363.199400,4966.802497
0.000000,0.000000,-4966.436361,-365.186068,4966.436361,365.186068,365.186068,-4966.436361,-365.186068,4966.436361
0.000000,0.000000,-4966.068211,-367.172588,4966.068211,367.172588,367.172588,-4966.068211,-367.172588,4966.068211
0.000000,0.000000,-4965.698047,-369.158959,4965.698047,369.158959,369.158959,-4965.698047,-369.158959,4965.698047
0.000000,0.000000,-4965.325870,-371.145181,4965.325870,371.145181,371.145181,-4965.325870,-371.145181,4965.325870
0.000000,0.000000,-4964.951679,-373.131253,4964.951679,373.131253,373.131253,-4964.951679,-373.131253,4964.951679
0.000000,0.000000,-4964.575474,-375.117174,4964.575474,375.117174,375.117174,-4964.575474,-375.117174,4964.575474
0.000000,0.000000,-4964.197255,-377.102944,4964.197255,377.102944,377.102944,-4964.197255,-377.102944,4964.197255
0.000000,0.000000,-4963.817021,-379.088560,4963.817021,379.088560,379.088560,-4963.817021,-379.088560,4963.817021
0.000000,0.000000,-4963.434774,-381.074024,4963.434774,381.074024,381.074024,-4963.434774,-381.074024,4963.434774
0.000000,0.000000,-4963.050512,-383.059333,4963.050512,383.059333,383.059333,-4963.050512,-383.059333,4963.050512
0.000000,0.000000,-4962.664236,-385.044487,4962.664236,385.044487,385.044487,-4962.664236,-385.044487,4962.664236
0.000000,0.000000,-4962.275945,-387.029485,4962.275945,387.029485,387.029485,-4962.275945,-387.029485,4962.275945
0.000000,0.000000,-4961.885639,-389.014326,4961.885639,389.014326,389.014326,-4961.885639,-389.014326,4961.885639
0.000000,0.000000,-4961.493319,-390.999010,4961.493319,390.999010,390.999010,-4961.493319,-390.999010,4961.493319
0.000000,0.000000,-4961.098983,-392.983535,4961.098983,392.983535,392.983535,-4961.098983,-392.983535,4961.098983
0.000000,0.000000,-4960.702632,-394.967901,4960.702632,394.967901,394.967901,-4960.702632,-394.967901,4960.702632
0.000000,0.000000,-4960.304266,-396.952108,4960.304266,396.952108,396.952108,-4960.304266,-396.952108,4960.304266
0.000000,0.000000,-4959.903884,-398.936153,4959.903884,398.936153,398.936153,-4959.903884,-398.936153,4959.903884
0.000000,0.000000,-4959.501487,-400.920036,4959.501487,400.920036,400.920036,-4959.501487,-400.920036,4959.501487
0.000000,0.000000,-4959.097075,-402.903757,4959.097075,402.903757,402.903757,-4959.097075,-402.903757,4959.097075
0.000000,0.000000,-4958.690646,-404.887315,4958.690646,404.887315,404.887315,-4958.690646,-404.887315,4958.690646
0.000000,0.000000,-4958.282202,-406.870709,4958.282202,406.870709,406.870709,-4958.282202,-406.870709,4958.282202
0.000000,0.000000,-4957.871741,-408.853937,4957.871741,408.853937,408.853937,-4957.871741,-408.853937,4957.871741
0.000000,0.000000,-4957.459265,-410.837000,4957.459265,410.837000,410.837000,-4957.459265,-410.837000,4957.459265
0.000000,0.000000,-4957.044772,-412.819895,4957.044772,412.819895,412.819895,-4957.044772,-412.819895,4957.044772
0.000000,0.000000,-4956.628262,-414.802624,4956.628262,414.802624,414.802624,-4956.628262,-414.802624,4956.628262
0.000000,0.000000,-4956.209736,-416.785184,4956.209736,416.785184,416.785184,-4956.209736,-416.785184,4956.209736
0.000000,0.000000,-4955.789193,-418.767575,4955.789193,418.767575,418.767575,-4955.789193,-418.767575,4955.789193
0.000000,0.000000,-4955.366634,-420.749795,4955.366634,420.749795,420.749795,-4955.366634,-420.749795,4955.366634
0.000000,0.000000,-4954.942057,-422.731845,4954.942057,422.731845,422.731845,-4954.942057,-422.731845,4954.942057
0.000000,0.000000,-4954.515463,-424.713724,4954.515463,424.713724,424.713724,-4954.515463,-424.713724,4954.515463
0.000000,0.000000,-4954.086852,-426.695430,4954.086852,426.695430,426.695430,-4954.086852,-426.695430,4954.086852
0.000000,0.000000,-4953.656224,-428.676962,4953.656224,428.676962,428.676962,-4953.656224,-428.676962,4953.656224
0.000000,0.000000,-4953.223578,-430.658320,4953.223578,430.658320,430.658320,-4953.223578,-430.658320,4953.223578
0.000000,0.000000,-4952.788914,-432.639503,4952.788914,432.639503,432.639503,-4952.788914,-432.639503,4952.788914
0.000000,0.000000,-4952.352233,-434.620511,4952.352233,434.620511,434.620511,-4952.352233,-434.620511,4952.352233
0.000000,0.000000,-4951.913533,-436.601342,4951.913533,436.601342,436.601342,-4951.913533,-436.601342,4951.913533
0.000000,0.000000,-4951.472816,-438.581995,4951.472816,438.581995,438.581995,-4951.472816,-438.581995,4951.472816
0.000000,0.000000,-4951.030080,-440.562469,4951.030080,440.562469,440.562469,-4951.030080,-440.562469,4951.030080
0.000000,0.000000,-4950.585326,-442.542765,4950.585326,442.542765,442.542765,-4950.585326,-442.542765,4950.585326
0.000000,0.000000,-4950.138553,-444.522881,4950.138553,444.522881,444.522881,-4950.138553,-444.522881,4950.138553
0.000000,0.000000,-4949.689761,-446.502815,4949.689761,446.502815,446.502815,-4949.689761,-446.502815,4949.689761
0.000000,0.000000,-4949.238951,-448.482568,4949.238951,448.482568,448.482568,-4949.238951,-448.482568,4949.238951
0.000000,0.000000,-4948.786122,-450.462139,4948.786122,450.462139,450.462139,-4948.786122,-450.462139,4948.786122
0.000000,0.000000,-4948.331273,-452.441526,4948.331273,452.441526,452.441526,-4948.331273,-452.441526,4948.331273
0.000000,0.000000,-4947.874406,-454.420729,4947.874406,454.420729,454.420729,-4947.874406,-454.420729,4947.874406
0.000000,0.000000,-4947.415518,-456.399747,4947.415518,456.399747,456.399747,-4947.415518,-456.399747,4947.415518
0.000000,0.000000,-4946.954612,-458.378579,4946.954612,458.378579,458.378579,-4946.954612,-458.378579,4946.954612
0.000000,0.000000,-4946.491685,-460.357224,4946.491685,460.357224,460.357224,-4946.491685,-460.357224,4946.491685
0.000000,0.000000,-4946.026739,-462.335682,4946.026739,462.335682,462.335682,-4946.026739,-462.335682,4946.026739
0.000000,0.000000,-4945.559773,-464.313951,4945.559773,464.313951,464.313951,-4945.559773,-464.313951,4945.559773
0.000000,0.000000,-4945.090786,-466.292031,4945.090786,466.292031,466.292031,-4945.090786,-466.292031,4945.090786
0.000000,0.000000,-4944.619780,-468.269921,4944.619780,468.269921,468.269921,-4944.619780,-468.269921,4944.619780
0.000000,0.000000,-4944.146752,-470.247620,4944.146752,470.247620,470.247620,-4944.146752,-470.247620,4944.146752
0.000000,0.000000,-4943.671705,-472.225127,4943.671705,472.225127,472.225127,-4943.671705,-472.225127,4943.671705
